parameters,p_cit,p_TassocL,p_TassocGgvnL,p_GassocLgvnT,p_LindTgvnG,CIT_final_call,,p_L->A,p_L->B,"diff(B|A,B|A,L)",final_call
0.5_1_1_0.8,2.0401374588885202e-25,2.0401374588885202e-25,8.50770618297781e-112,3.60655154584347e-28,1.1052246870376e-73,causal, ,0.0,0.0,0.001,causal
0.5_1_1_1,1.29667354490643e-24,1.29667354490643e-24,2.2214189929377402e-148,1.7610646766393198e-30,1.6506616726280798e-56,causal, ,0.0,0.0,0.001,causal
0.5_1_1_3,0.0003259048623625,3.67549209618404e-48,0.0,0.0003259048623625,1.0133940775488898e-251,causal, ,0.0,0.0,0.0,causal
0.5_3_0.5_0.2,0.0002127513259291,1.2091396718972501e-15,1.05198540186608e-11,2.5397193248493998e-257,0.0002127513259291,causal, ,0.0,0.0,0.302, 
0.5_3_0.5_0.5,1.26166770876672e-35,1.1485752758460501e-85,1.0563775683689201e-60,2.87116264032734e-187,1.26166770876672e-35,causal, ,0.0,0.0,0.0,causal
0.5_3_0.5_0.8,7.405261741852249e-107,5.57038609544662e-140,7.405261741852249e-107,5.52107858000804e-111,1.1117357160715898e-213,causal, ,0.0,0.0,0.0,causal
0.5_3_0.5_1,6.07619736290746e-86,9.229936250461769e-179,3.68619955646685e-139,6.07619736290746e-86,9.27449528853733e-187,causal, ,0.0,0.0,0.0,causal
0.5_3_0.5_3,3.3749137598166905e-20,4.2660289094368296e-250,0.0,3.3749137598166905e-20,0.0,causal, ,0.0,0.0,0.0,causal
0.5_3_1_0.2,2.83860444693031e-05,3.6821971779943804e-14,1.94630998401231e-10,1.0976380395023701e-240,2.83860444693031e-05,causal, ,0.0,0.0,0.136, 
0.5_3_1_0.5,2.2858586188127e-47,1.57659291503051e-78,2.2858586188127e-47,4.38124656925182e-167,1.08989269423782e-59,causal, ,0.0,0.0,0.001,causal
0.5_3_1_0.8,3.49584576213414e-100,3.31356326059625e-139,3.49584576213414e-100,2.5654408608328503e-120,2.63971459643466e-206,causal, ,0.0,0.0,0.0,causal
0.5_3_1_1,2.37323094601512e-97,6.49479966310411e-182,8.27947226225801e-146,2.37323094601512e-97,5.17838444939739e-286,causal, ,0.0,0.0,0.0,causal
0.5_3_1_3,3.36255052979236e-17,5.56268794561536e-240,0.0,3.36255052979236e-17,0.0,causal, ,0.0,0.0,0.0,causal
1_0.2_0.5_0.2,0.755807251638532,0.755807251638532,1.7692000237042e-05,0.0026364873563156,0.0138155656811575, , ,0.001,0.904,0.192, 
1_0.2_0.5_0.5,0.0085493274626069,0.0085493274626069,8.375758588958171e-60,0.0073772803073651,2.55500708902104e-28,causal, ,0.001,0.02,0.556, 
1_0.2_0.5_0.8,0.226114438580664,0.226114438580664,5.0459520365177995e-115,0.0013875970333957,0.181493825197214, , ,0.003,0.193,0.952, 
1_0.2_0.5_1,0.0325120449361151,0.0045993627901311,1.4234233242460102e-167,0.0325120449361151,2.4667366924282797e-134,causal, ,0.002,0.017,0.395, 
1_0.2_0.5_3,0.137731520862677,0.0261085384035457,0.0,0.137731520862677,4.84642633820131e-98, , ,0.01,0.032,0.02,causal
1_0.2_1_0.2,0.214649770900016,0.214649770900016,6.30166260377368e-08,3.5051427124328e-05,1.3491916166655e-09, , ,0.0,0.096,0.234, 
1_0.2_1_0.5,0.0066368831591229,0.0019052137491614,5.23783894309126e-58,0.0066368831591229,2.33061507665203e-61,causal, ,0.0,0.006,0.217, 
1_0.2_1_0.8,0.588104688307174,0.588104688307174,5.71847009404928e-116,0.164490987272148,0.145372497117249, , ,0.195,0.839,0.041, 
1_0.2_1_1,0.156429983185979,0.00589819514663,2.63184566730536e-150,0.156429983185979,4.67679561711004e-62, , ,0.0,0.0,0.005,causal
1_0.2_1_3,0.634273288995342,0.0004019949582465,0.0,0.634273288995342,3.2244387464043004e-68, , ,0.008,0.001,0.969, 
1_0.5_0.5_0.2,0.0362365583594632,0.0362365583594632,1.06602393507821e-09,2.3683645747418902e-14,1.23391886295964e-13,causal, ,0.0,0.068,0.929, 
1_0.5_0.5_0.5,0.0038958947286763,0.0038958947286763,3.65015604958424e-53,3.67238070613938e-08,8.73469431511035e-82,causal, ,0.0,0.014,0.869, 
1_0.5_0.5_0.8,1.13320289826133e-08,5.42659957810451e-09,1.11504517889792e-106,1.13320289826133e-08,1.43757489261255e-77,causal, ,0.0,0.0,0.006,causal
1_0.5_0.5_1,0.0109320506697377,1.1404784079834399e-13,1.3404308640174902e-161,0.0109320506697377,1.19858998661546e-99,causal, ,0.0,0.0,0.0,causal
1_0.5_0.5_3,0.0587786716824691,2.03726188505377e-21,0.0,0.0587786716824691,9.79745724604398e-110, , ,0.0,0.0,0.0,causal
1_0.5_1_0.2,0.252169913938294,0.252169913938294,4.72669748035315e-07,4.296257585619061e-15,3.96635989908919e-06, , ,0.0,0.497,0.93, 
1_0.5_1_0.5,0.0353624635966128,0.0353624635966128,6.48092078973328e-41,2.58054949807935e-13,2.71483308747095e-08,causal, ,0.0,0.077,0.097, 
1_0.5_1_0.8,5.803985817881281e-09,2.31369222030634e-13,4.7375186700058e-106,5.803985817881281e-09,4.56068681174865e-74,causal, ,0.0,0.0,0.006,causal
1_0.5_1_1,1.33020577153397e-07,1.33020577153397e-07,3.5688182024721596e-153,5.80005025865e-08,2.79634011343079e-97,causal, ,0.0,0.0,0.002,causal
1_0.5_1_3,0.106963038708948,1.07776018580882e-08,0.0,0.106963038708948,4.8816892809297203e-172, , ,0.0,0.0,0.001,causal
1_0.8_0.5_0.2,0.0009658968245331,0.0009658968245331,7.33045228690415e-08,1.4929205909933e-50,2.61317421671541e-06,causal, ,0.0,0.003,0.257, 
1_0.8_0.5_0.5,1.9720557354877e-11,1.9720557354877e-11,8.34835101196266e-62,5.57782745601108e-27,1.9478541714749702e-54,causal, ,0.0,0.0,0.001,causal
1_0.8_0.5_0.8,5.31812100067886e-11,5.31812100067886e-11,3.0257202698638697e-107,1.64627600884081e-20,3.00154044150138e-51,causal, ,0.0,0.0,0.0,causal
1_0.8_0.5_1,3.68263951678272e-14,9.615790532306371e-20,2.0076145862093897e-158,3.68263951678272e-14,4.12634548172805e-139,causal, ,0.0,0.0,0.0,causal
1_0.8_0.5_3,1.69926004961123e-05,7.727182362504989e-30,0.0,1.69926004961123e-05,1.70287143635843e-130,causal, ,0.0,0.0,0.009,causal
1_0.8_1_0.2,0.0155591083170489,0.0155591083170489,6.673373239516851e-09,1.76454279158666e-39,1.99121326082785e-10,causal, ,0.0,0.071,0.651, 
1_0.8_1_0.5,4.8496976999965e-08,4.8496976999965e-08,2.49757753854375e-53,6.3495309503648904e-24,1.84739474301149e-48,causal, ,0.0,0.0,0.017,causal
1_0.8_1_0.8,1.5282890005302097e-11,1.5282890005302097e-11,5.690576750687559e-103,1.0779879770669e-22,6.539004704552491e-61,causal, ,0.0,0.0,0.003,causal
1_0.8_1_1,3.7843650324306e-14,1.40213570480244e-24,1.50173955044663e-152,3.7843650324306e-14,3.03004276415571e-86,causal, ,0.0,0.0,0.0,causal
1_0.8_1_3,0.0044841264163668,4.76063566797783e-21,0.0,0.0044841264163668,1.4408217764836201e-198,causal, ,0.0,0.0,0.0,causal
1_1_0.5_0.2,0.998902004131936,0.309387965647104,2.6008200388276997e-13,2.49726858414978e-54,0.998902004131936, , ,0.0,0.131,0.403, 
1_1_0.5_0.5,2.51009447377911e-09,2.51009447377911e-09,1.00944954318024e-53,2.34933132761962e-32,1.41374690988061e-38,causal, ,0.0,0.0,0.001,causal
1_1_0.5_0.8,8.9310622874934e-26,2.15067034287824e-32,1.05246745365549e-112,8.9310622874934e-26,1.18769629671263e-99,causal, ,0.0,0.0,0.0,causal
1_1_0.5_1,2.30786703527865e-24,2.30786703527865e-24,5.71687649737036e-155,6.00014120217518e-29,3.82144563108132e-86,causal, ,0.0,0.0,0.0,causal
1_1_0.5_3,7.77948856858123e-06,8.82411017518972e-53,0.0,7.77948856858123e-06,1.5127513989534098e-298,causal, ,0.0,0.0,0.0,causal
1_1_1_0.2,0.0100330884246378,0.0100330884246378,1.55041500437384e-09,1.18560922388396e-51,1.38395435976084e-05,causal, ,0.0,0.002,0.069, 
1_1_1_0.5,9.81311313430505e-10,9.81311313430505e-10,1.42071289404631e-54,7.02692399682496e-33,1.39249325882532e-45,causal, ,0.0,0.0,0.2, 
1_1_1_0.8,1.27003268482292e-21,1.27003268482292e-21,1.4452216084584702e-105,4.16566162388502e-29,1.62487751653638e-74,causal, ,0.0,0.0,0.003,causal
1_1_1_1,1.12141482228699e-19,4.27633806293822e-27,4.31064933740917e-160,1.12141482228699e-19,2.33611582545219e-111,causal, ,0.0,0.0,0.0,causal
1_1_1_3,0.0018164190723397,1.36644513475521e-46,0.0,0.0018164190723397,2.29669661052325e-230,causal, ,0.0,0.0,0.0,causal
1_3_0.5_0.2,0.0265247566624902,3.08608771317653e-16,1.0317320066576001e-18,1.0082244478120798e-238,0.0265247566624902,causal, ,0.0,0.0,0.214, 
1_3_0.5_0.5,2.05701214365247e-50,1.2026695228417299e-79,2.05701214365247e-50,4.20864147924185e-168,8.25314541364333e-51,causal, ,0.0,0.0,0.0,causal
1_3_0.5_0.8,2.0972252304228801e-109,1.1638295210480401e-133,2.0972252304228801e-109,4.4070552423177604e-113,4.155570817864691e-214,causal, ,0.0,0.0,0.0,causal
1_3_0.5_1,1.29764696770335e-92,5.34799329963753e-165,4.5418551164911e-138,1.29764696770335e-92,5.56036725520737e-253,causal, ,0.0,0.0,0.0,causal
1_3_0.5_3,4.3043847074582004e-16,5.786918381400031e-247,0.0,4.3043847074582004e-16,0.0,causal, ,0.0,0.0,0.001,causal
1_3_1_0.2,3.69784868367341e-08,4.9714900561803e-29,1.84729930959588e-10,3.61826983914957e-241,3.69784868367341e-08,causal, ,0.0,0.0,0.038,causal
1_3_1_0.5,4.05388535059782e-47,4.48165375924584e-86,6.81729151540373e-64,4.1788477763730105e-167,4.05388535059782e-47,causal, ,0.0,0.0,0.001,causal
1_3_1_0.8,7.83877584658892e-102,1.98655615478984e-140,7.83877584658892e-102,3.53300330342229e-116,1.6540695226800499e-174,causal, ,0.0,0.0,0.0,causal
1_3_1_1,6.7590057596349e-96,2.46597142448683e-161,1.20474478184037e-150,6.7590057596349e-96,0.0,causal, ,0.0,0.0,0.0,causal
1_3_1_3,4.30277938316583e-25,1.0326838549677e-237,0.0,4.30277938316583e-25,0.0,causal, ,0.0,0.0,0.0,causal
