V1,V2,V3,V4,V5,V6
4.18718194946167e-177,1.9003432990946e-18,5.32802826034874e-18,1.5609786016806e-150,0.0432852470780795,0.137533459504262
6.5310552735772e-174,1.18765312312776e-32,3.69975227887427e-29,5.89968127956203e-131,0.000105039072276103,0.311199485558551
7.64272026276453e-187,3.68441696420877e-50,6.09062921720447e-39,4.66121798541347e-129,3.06379424408127e-11,0.380561867774899
1.34541987539892e-166,1.46557207768213e-61,3.15228437174303e-44,5.46374334135587e-105,2.75166294802587e-16,0.273153978873146
2.39441440749776e-175,4.21842192841975e-110,2.97244761445792e-85,3.21117700015461e-68,4.72433150576425e-20,0.165284823711159
6.3234156106677e-177,3.65445200320422e-137,6.42102359428447e-91,1.13602048584252e-63,9.3987818916294e-35,0.5720466492367
4.12104161459815e-180,2.45676545235336e-179,5.45698122128155e-114,4.1178702971221e-46,1.39395623795523e-45,0.901153290880706
2.29475090592254e-164,6.1025635391968e-214,1.18692553895527e-127,5.09614141434767e-26,8.88461504258822e-59,0.0826751661981126
2.31898262895366e-201,0.077737341770893,0.100524573152804,NA,NA,NA
9.21923929367465e-204,0.000184984419458808,0.000120338881902756,1.56207997475051e-197,0.728280286115001,0.33872519245355
5.60226024859399e-213,2.30796485528521e-19,1.40784500890499e-17,3.79105099059591e-184,0.00598111351332933,0.797928788418375
6.03089062111029e-219,6.57565055671259e-33,2.34806375675029e-28,1.46694092812757e-172,1.77260131790497e-05,0.745165270530131
8.86968740013184e-207,1.15513290709942e-40,2.65630542331798e-38,6.26094395108909e-148,0.000716540454426775,0.129776973132148
1.87317301712194e-225,5.48606490544983e-69,6.36930925971575e-64,1.22361083468185e-130,4.5252982824162e-06,0.0764845982314042
9.70454143232489e-231,1.06820348666353e-104,2.14283132476263e-79,1.38150599255661e-116,7.6132075722819e-21,0.119195388042337
1.14321300786749e-216,2.27594418806859e-134,6.14691779029276e-106,1.03844384450817e-78,3.75051918586615e-21,0.411954166403291
3.91089049363478e-217,1.0109114750067e-179,2.43364219303131e-127,2.49022709119577e-60,1.48778575416684e-35,0.894488761590116
6.68113438844516e-225,8.36296027188637e-217,2.5657960014824e-154,3.87208410078621e-45,4.19025074561531e-40,0.190004412165946
