fdr,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,edge names,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values,weight values
0.5,chrXI:225819_C/T|YNL037C,YKL112W|YPR174C,YKL112W|YMR279C,YGR268C|YLR259C,YBR083W|YIL037C,YJL063C|YHR116W,YJL063C|YBL038W,YJL063C|YPL183W-A,YJL063C|YCR003W,YJL063C|YNL306W,YHR116W|YJL063C,YHR116W|YNR037C,YHR116W|YNL306W,YKR013W|YPR174C,YKR013W|YER147C,YKR013W|YPL267W,YPR174C|YKL112W,YPR174C|YKR013W,YPR174C|YJR120W,YPR174C|YDR211W,YER056C|YBL039C,YLR085C|YGR268C,YLR085C|YPR176C,YLR085C|YNL001W,YKL143W|YOR340C,YKL143W|YDR211W,YER147C|YJR120W,YOR233W|YKL143W,YOR233W|YER147C,YGR185C|YGR268C,YBL054W|YOR078W,YLR259C|YDR086C,YNL037C|YLR259C,YNR037C|YNL306W,YPR176C|YLR085C,YBL038W|YJL063C,YBL038W|YPL183W-A,YBL038W|YCR003W,YBL038W|YNL306W,YHR051W|YJL166W,YOR078W|YDR086C,YOR340C|YNL175C,YNL175C|YKL143W,YNL175C|YOR340C,YNL175C|YBL039C,YNL001W|YLR085C,YNL001W|YOR078W,YNL001W|YBR011C,YPL183W-A|YJL063C,YPL183W-A|YNR037C,YPL183W-A|YBL038W,YPL183W-A|YNL306W,YLR378C|YJL166W,YCR003W|YJL063C,YCR003W|YBL038W,YNL306W|YNR037C,YJL166W|YHR051W,YJL166W|YLR378C,YBL039C|YBL054W,YBL039C|YOR340C,YBR011C|YGR185C,YBR011C|YNL001W,YDR211W|YDR194C,YDR211W|YPR174C,YKL211C|YGR185C,YKL211C|YKL218C,YMR279C|YKL112W,YMR279C|YPL267W,YKL218C|YKL211C,YIL037C|YBR083W,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
0.55,chrXI:225819_C/T|YNL037C,YKL112W|YPR174C,YKL112W|YMR279C,YGR268C|YLR259C,YBR083W|YIL037C,YJL063C|YHR116W,YJL063C|YBL038W,YJL063C|YPL183W-A,YJL063C|YCR003W,YJL063C|YNL306W,YHR116W|YJL063C,YHR116W|YNR037C,YHR116W|YNL306W,YKR013W|YPR174C,YKR013W|YER147C,YKR013W|YPL267W,YPR174C|YKL112W,YPR174C|YKR013W,YPR174C|YJR120W,YPR174C|YDR211W,YER056C|YBL039C,YLR085C|YGR268C,YLR085C|YPR176C,YLR085C|YNL001W,YKL143W|YOR340C,YKL143W|YDR211W,YER147C|YJR120W,YOR233W|YKL143W,YOR233W|YER147C,YGR185C|YGR268C,YBL054W|YOR078W,YLR259C|YDR086C,YNL037C|YLR259C,YNR037C|YNL306W,YPR176C|YLR085C,YBL038W|YJL063C,YBL038W|YPL183W-A,YBL038W|YCR003W,YBL038W|YNL306W,YHR051W|YJL166W,YOR078W|YDR086C,YOR340C|YNL175C,YNL175C|YKL143W,YNL175C|YOR340C,YNL175C|YBL039C,YNL001W|YLR085C,YNL001W|YOR078W,YNL001W|YBR011C,YPL183W-A|YJL063C,YPL183W-A|YNR037C,YPL183W-A|YBL038W,YPL183W-A|YNL306W,YLR378C|YJL166W,YCR003W|YJL063C,YCR003W|YBL038W,YNL306W|YNR037C,YJL166W|YHR051W,YJL166W|YLR378C,YBL039C|YBL054W,YBL039C|YOR340C,YBR011C|YGR185C,YBR011C|YNL001W,YDR211W|YDR194C,YDR211W|YPR174C,YKL211C|YGR185C,YKL211C|YKL218C,YMR279C|YKL112W,YMR279C|YPL267W,YKL218C|YKL211C,YIL037C|YBR083W,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
0.6,chrXI:225819_C/T|YNL037C,YKL112W|YPR174C,YKL112W|YMR279C,YGR268C|YLR259C,YBR083W|YIL037C,YJL063C|YHR116W,YJL063C|YBL038W,YJL063C|YPL183W-A,YJL063C|YCR003W,YJL063C|YNL306W,YHR116W|YJL063C,YHR116W|YNR037C,YHR116W|YNL306W,YKR013W|YPR174C,YKR013W|YER147C,YKR013W|YPL267W,YPR174C|YKL112W,YPR174C|YKR013W,YPR174C|YJR120W,YPR174C|YDR211W,YER056C|YBL039C,YLR085C|YGR268C,YLR085C|YPR176C,YLR085C|YNL001W,YKL143W|YOR340C,YKL143W|YDR211W,YER147C|YJR120W,YOR233W|YKL143W,YOR233W|YER147C,YGR185C|YGR268C,YBL054W|YOR078W,YLR259C|YDR086C,YNL037C|YLR259C,YNR037C|YNL306W,YPR176C|YLR085C,YBL038W|YJL063C,YBL038W|YPL183W-A,YBL038W|YCR003W,YBL038W|YNL306W,YHR051W|YJL166W,YOR078W|YDR086C,YOR340C|YNL175C,YNL175C|YKL143W,YNL175C|YOR340C,YNL175C|YBL039C,YNL001W|YLR085C,YNL001W|YOR078W,YNL001W|YBR011C,YPL183W-A|YJL063C,YPL183W-A|YNR037C,YPL183W-A|YBL038W,YPL183W-A|YNL306W,YLR378C|YJL166W,YCR003W|YJL063C,YCR003W|YBL038W,YNL306W|YNR037C,YJL166W|YHR051W,YJL166W|YLR378C,YBL039C|YBL054W,YBL039C|YOR340C,YBR011C|YGR185C,YBR011C|YNL001W,YDR211W|YDR194C,YDR211W|YPR174C,YKL211C|YGR185C,YKL211C|YKL218C,YMR279C|YKL112W,YMR279C|YPL267W,YKL218C|YKL211C,YIL037C|YBR083W,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
0.65,chrXI:225819_C/T|YNL037C,YKL112W|YPR174C,YKL112W|YMR279C,YGR268C|YLR259C,YBR083W|YIL037C,YJL063C|YHR116W,YJL063C|YBL038W,YJL063C|YPL183W-A,YJL063C|YCR003W,YJL063C|YNL306W,YHR116W|YJL063C,YHR116W|YNR037C,YHR116W|YNL306W,YKR013W|YPR174C,YKR013W|YER147C,YKR013W|YPL267W,YPR174C|YKL112W,YPR174C|YKR013W,YPR174C|YJR120W,YPR174C|YDR211W,YER056C|YBL039C,YLR085C|YGR268C,YLR085C|YPR176C,YLR085C|YNL001W,YKL143W|YOR340C,YKL143W|YDR211W,YER147C|YJR120W,YOR233W|YKL143W,YOR233W|YER147C,YGR185C|YGR268C,YBL054W|YOR078W,YLR259C|YDR086C,YNL037C|YLR259C,YNR037C|YNL306W,YPR176C|YLR085C,YBL038W|YJL063C,YBL038W|YPL183W-A,YBL038W|YCR003W,YBL038W|YNL306W,YHR051W|YJL166W,YOR078W|YDR086C,YOR340C|YNL175C,YNL175C|YKL143W,YNL175C|YOR340C,YNL175C|YBL039C,YNL001W|YLR085C,YNL001W|YOR078W,YNL001W|YBR011C,YPL183W-A|YJL063C,YPL183W-A|YNR037C,YPL183W-A|YBL038W,YPL183W-A|YNL306W,YLR378C|YJL166W,YCR003W|YJL063C,YCR003W|YBL038W,YNL306W|YNR037C,YJL166W|YHR051W,YJL166W|YLR378C,YBL039C|YBL054W,YBL039C|YOR340C,YBR011C|YGR185C,YBR011C|YNL001W,YDR211W|YDR194C,YDR211W|YPR174C,YKL211C|YGR185C,YKL211C|YKL218C,YMR279C|YKL112W,YMR279C|YPL267W,YKL218C|YKL211C,YIL037C|YBR083W,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
0.7,chrXI:225819_C/T|YNL037C,YKL112W|YPR174C,YKL112W|YMR279C,YGR268C|YLR259C,YBR083W|YIL037C,YJL063C|YHR116W,YJL063C|YBL038W,YJL063C|YPL183W-A,YJL063C|YCR003W,YJL063C|YNL306W,YHR116W|YJL063C,YHR116W|YNR037C,YHR116W|YNL306W,YKR013W|YPR174C,YKR013W|YER147C,YKR013W|YPL267W,YPR174C|YKL112W,YPR174C|YKR013W,YPR174C|YJR120W,YPR174C|YDR211W,YER056C|YBL039C,YLR085C|YGR268C,YLR085C|YPR176C,YLR085C|YNL001W,YKL143W|YOR340C,YKL143W|YDR211W,YER147C|YJR120W,YOR233W|YKL143W,YOR233W|YER147C,YOR233W|YDR211W,YGR185C|YGR268C,YBL054W|YOR078W,YLR259C|YDR086C,YNL037C|YLR259C,YNR037C|YNL306W,YPR176C|YLR085C,YBL038W|YJL063C,YBL038W|YPL183W-A,YBL038W|YCR003W,YBL038W|YNL306W,YHR051W|YJL166W,YOR078W|YDR086C,YOR340C|YNL175C,YNL175C|YKL143W,YNL175C|YOR340C,YNL175C|YBL039C,YNL001W|YLR085C,YNL001W|YOR078W,YNL001W|YBR011C,YPL183W-A|YJL063C,YPL183W-A|YNR037C,YPL183W-A|YBL038W,YPL183W-A|YNL306W,YLR378C|YJL166W,YCR003W|YJL063C,YCR003W|YBL038W,YNL306W|YNR037C,YJL166W|YHR051W,YJL166W|YLR378C,YBL039C|YBL054W,YBL039C|YOR340C,YBR011C|YGR185C,YBR011C|YNL001W,YDR211W|YDR194C,YDR211W|YPR174C,YDR211W|YKL143W,YDR211W|YOR233W,YKL211C|YGR185C,YKL211C|YKL218C,YMR279C|YKL112W,YMR279C|YPL267W,YKL218C|YKL211C,YIL037C|YBR083W,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA
0.75,chrXI:225819_C/T|YNL037C,YKL112W|YMR279C,YGR268C|YLR259C,YBR083W|YIL037C,YJL063C|YHR116W,YJL063C|YBL038W,YJL063C|YPL183W-A,YJL063C|YCR003W,YJL063C|YNL306W,YHR116W|YJL063C,YHR116W|YNR037C,YHR116W|YNL306W,YKR013W|YPR174C,YKR013W|YER147C,YKR013W|YPL267W,YPR174C|YKL112W,YPR174C|YDR211W,YER056C|YBL039C,YLR085C|YGR268C,YLR085C|YPR176C,YLR085C|YNL001W,YJR120W|YPR174C,YKL143W|YOR340C,YKL143W|YDR211W,YER147C|YJR120W,YOR233W|YKL143W,YOR233W|YER147C,YOR233W|YDR211W,YGR185C|YGR268C,YBL054W|YOR078W,YLR259C|YDR086C,YNL037C|YLR259C,YNR037C|YNL306W,YPR176C|YLR085C,YBL038W|YJL063C,YBL038W|YPL183W-A,YBL038W|YCR003W,YBL038W|YNL306W,YHR051W|YJL166W,YOR078W|YDR086C,YOR340C|YNL175C,YNL175C|YKL143W,YNL175C|YOR340C,YNL175C|YBL039C,YNL001W|YLR085C,YNL001W|YOR078W,YNL001W|YBR011C,YPL183W-A|YJL063C,YPL183W-A|YNR037C,YPL183W-A|YBL038W,YPL183W-A|YNL306W,YLR378C|YJL166W,YCR003W|YJL063C,YCR003W|YBL038W,YNL306W|YNR037C,YJL166W|YHR051W,YJL166W|YLR378C,YBL039C|YBL054W,YBL039C|YOR340C,YBR011C|YGR185C,YBR011C|YNL001W,YDR211W|YDR194C,YDR211W|YKL143W,YDR211W|YOR233W,YKL211C|YGR185C,YKL211C|YKL218C,YMR279C|YKL112W,YMR279C|YPL267W,YKL218C|YKL211C,YIL037C|YBR083W,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
0.8,chrXI:225819_C/T|YNL037C,YKL112W|YMR279C,YGR268C|YLR259C,YBR083W|YIL037C,YJL063C|YHR116W,YJL063C|YBL038W,YJL063C|YPL183W-A,YJL063C|YCR003W,YJL063C|YNL306W,YHR116W|YJL063C,YHR116W|YNR037C,YHR116W|YNL306W,YKR013W|YPR174C,YKR013W|YER147C,YKR013W|YPL267W,YPR174C|YKL112W,YPR174C|YDR211W,YER056C|YBL039C,YLR085C|YGR268C,YLR085C|YPR176C,YLR085C|YNL001W,YJR120W|YPR174C,YKL143W|YOR340C,YKL143W|YDR211W,YER147C|YJR120W,YOR233W|YKL143W,YOR233W|YER147C,YOR233W|YDR211W,YOR233W|YMR279C,YGR185C|YGR268C,YBL054W|YOR078W,YBL054W|YBL039C,YLR259C|YDR086C,YNL037C|YLR259C,YNR037C|YNL306W,YPR176C|YLR085C,YBL038W|YJL063C,YBL038W|YPL183W-A,YBL038W|YCR003W,YBL038W|YNL306W,YHR051W|YJL166W,YOR078W|YDR086C,YOR340C|YNL175C,YOR340C|YBL039C,YNL175C|YKL143W,YNL175C|YOR340C,YNL175C|YBL039C,YNL001W|YLR085C,YNL001W|YOR078W,YNL001W|YBR011C,YPL183W-A|YJL063C,YPL183W-A|YNR037C,YPL183W-A|YBL038W,YPL183W-A|YNL306W,YLR378C|YJL166W,YCR003W|YJL063C,YCR003W|YBL038W,YNL306W|YNR037C,YJL166W|YHR051W,YJL166W|YLR378C,YBL039C|YER056C,YBL039C|YBL054W,YBL039C|YOR340C,YBL039C|YNL175C,YBR011C|YGR185C,YBR011C|YNL001W,YDR211W|YDR194C,YDR211W|YKL143W,YDR211W|YOR233W,YKL211C|YGR185C,YKL211C|YKL218C,YMR279C|YPL267W,YKL218C|YKL211C,YIL037C|YBR083W,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
0.85,chrXI:225819_C/T|YNL037C,YKL112W|YMR279C,YGR268C|YLR259C,YBR083W|YIL037C,YJL063C|YHR116W,YJL063C|YBL038W,YJL063C|YPL183W-A,YJL063C|YCR003W,YJL063C|YNL306W,YHR116W|YJL063C,YHR116W|YNR037C,YHR116W|YNL306W,YKR013W|YPR174C,YKR013W|YER147C,YKR013W|YPL267W,YPR174C|YKL112W,YPR174C|YDR211W,YER056C|YBL039C,YLR085C|YGR268C,YLR085C|YPR176C,YLR085C|YNL001W,YJR120W|YPR174C,YKL143W|YOR340C,YKL143W|YDR211W,YER147C|YJR120W,YOR233W|YKL143W,YOR233W|YER147C,YOR233W|YDR211W,YOR233W|YMR279C,YGR185C|YGR268C,YBL054W|YOR078W,YBL054W|YBL039C,YLR259C|YDR086C,YNL037C|YLR259C,YNR037C|YNL306W,YPR176C|YLR085C,YBL038W|YJL063C,YBL038W|YPL183W-A,YBL038W|YCR003W,YBL038W|YNL306W,YHR051W|YJL166W,YOR078W|YDR086C,YOR340C|YNL175C,YOR340C|YBL039C,YNL175C|YKL143W,YNL175C|YOR340C,YNL175C|YBL039C,YNL001W|YLR085C,YNL001W|YOR078W,YNL001W|YBR011C,YPL183W-A|YJL063C,YPL183W-A|YNR037C,YPL183W-A|YBL038W,YPL183W-A|YNL306W,YLR378C|YJL166W,YCR003W|YJL063C,YCR003W|YBL038W,YNL306W|YNR037C,YJL166W|YHR051W,YJL166W|YLR378C,YBL039C|YER056C,YBL039C|YBL054W,YBL039C|YOR340C,YBL039C|YNL175C,YBR011C|YGR185C,YBR011C|YNL001W,YDR211W|YDR194C,YDR211W|YKL143W,YDR211W|YOR233W,YKL211C|YGR185C,YKL211C|YKL218C,YMR279C|YPL267W,YKL218C|YKL211C,YIL037C|YBR083W,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
0.9,chrXI:225819_C/T|YNL037C,YKL112W|YMR279C,YGR268C|YLR259C,YBR083W|YDR086C,YBR083W|YIL037C,YJL063C|YHR116W,YJL063C|YBL038W,YJL063C|YPL183W-A,YJL063C|YCR003W,YJL063C|YNL306W,YHR116W|YJL063C,YHR116W|YNR037C,YHR116W|YNL306W,YKR013W|YPR174C,YKR013W|YER147C,YKR013W|YPL267W,YPR174C|YKL112W,YPR174C|YDR211W,YER056C|YBL039C,YLR085C|YGR268C,YLR085C|YPR176C,YLR085C|YNL001W,YJR120W|YPR174C,YKL143W|YOR340C,YKL143W|YDR211W,YER147C|YJR120W,YOR233W|YKL143W,YOR233W|YER147C,YOR233W|YDR211W,YOR233W|YMR279C,YGR185C|YGR268C,YBL054W|YOR078W,YBL054W|YBL039C,YLR259C|YDR086C,YNL037C|YLR259C,YNR037C|YNL306W,YPR176C|YLR085C,YBL038W|YJL063C,YBL038W|YPL183W-A,YBL038W|YCR003W,YBL038W|YNL306W,YHR051W|YJL166W,YOR078W|YDR086C,YOR340C|YNL175C,YOR340C|YBL039C,YNL175C|YKL143W,YNL175C|YOR340C,YNL175C|YBL039C,YNL001W|YLR085C,YNL001W|YOR078W,YNL001W|YBR011C,YPL183W-A|YJL063C,YPL183W-A|YNR037C,YPL183W-A|YBL038W,YPL183W-A|YNL306W,YLR378C|YJL166W,YCR003W|YJL063C,YCR003W|YBL038W,YNL306W|YNR037C,YJL166W|YHR051W,YJL166W|YLR378C,YBL039C|YER056C,YBL039C|YBL054W,YBL039C|YOR340C,YBL039C|YNL175C,YBR011C|YGR185C,YBR011C|YNL001W,YDR211W|YDR194C,YDR211W|YKL143W,YDR211W|YOR233W,YKL211C|YGR185C,YKL211C|YKL218C,YMR279C|YPL267W,YKL218C|YKL211C,YIL037C|YBR083W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.95,chrXI:225819_C/T|YNL037C,YKL112W|YMR279C,YGR268C|YLR259C,YBR083W|YDR086C,YBR083W|YIL037C,YJL063C|YHR116W,YJL063C|YBL038W,YJL063C|YPL183W-A,YJL063C|YCR003W,YJL063C|YNL306W,YHR116W|YJL063C,YHR116W|YNR037C,YHR116W|YNL306W,YKR013W|YPR174C,YKR013W|YER147C,YKR013W|YPL267W,YPR174C|YKL112W,YPR174C|YDR211W,YER056C|YBL039C,YLR085C|YGR268C,YLR085C|YPR176C,YLR085C|YNL001W,YJR120W|YPR174C,YKL143W|YOR340C,YKL143W|YDR211W,YER147C|YJR120W,YOR233W|YKL143W,YOR233W|YER147C,YOR233W|YDR211W,YOR233W|YMR279C,YGR185C|YGR268C,YBL054W|YOR078W,YBL054W|YBL039C,YLR259C|YDR086C,YNL037C|YLR259C,YNR037C|YNL306W,YPR176C|YLR085C,YBL038W|YJL063C,YBL038W|YPL183W-A,YBL038W|YCR003W,YBL038W|YNL306W,YHR051W|YJL166W,YOR078W|YDR086C,YOR340C|YNL175C,YOR340C|YBL039C,YNL175C|YKL143W,YNL175C|YOR340C,YNL175C|YBL039C,YNL001W|YLR085C,YNL001W|YOR078W,YNL001W|YBR011C,YPL183W-A|YJL063C,YPL183W-A|YNR037C,YPL183W-A|YBL038W,YPL183W-A|YNL306W,YLR378C|YJL166W,YCR003W|YJL063C,YCR003W|YBL038W,YNL306W|YNR037C,YJL166W|YHR051W,YJL166W|YLR378C,YBL039C|YER056C,YBL039C|YBL054W,YBL039C|YOR340C,YBL039C|YNL175C,YBR011C|YGR185C,YBR011C|YNL001W,YDR211W|YDR194C,YDR211W|YKL143W,YDR211W|YOR233W,YKL211C|YGR185C,YKL211C|YKL218C,YMR279C|YPL267W,YKL218C|YKL211C,YIL037C|YBR083W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,chrXI:225819_C/T|YNL037C,YKL112W|YMR279C,YGR268C|YLR259C,YBR083W|YDR086C,YBR083W|YIL037C,YJL063C|YHR116W,YJL063C|YBL038W,YJL063C|YPL183W-A,YJL063C|YCR003W,YJL063C|YNL306W,YHR116W|YJL063C,YHR116W|YNR037C,YHR116W|YNL306W,YKR013W|YPR174C,YKR013W|YER147C,YKR013W|YPL267W,YPR174C|YKL112W,YPR174C|YDR211W,YER056C|YBL039C,YLR085C|YGR268C,YLR085C|YPR176C,YLR085C|YNL001W,YJR120W|YPR174C,YKL143W|YOR340C,YKL143W|YDR211W,YER147C|YJR120W,YOR233W|YKL143W,YOR233W|YER147C,YOR233W|YDR211W,YOR233W|YMR279C,YGR185C|YGR268C,YBL054W|YOR078W,YBL054W|YBL039C,YLR259C|YDR086C,YNL037C|YLR259C,YNR037C|YNL306W,YPR176C|YLR085C,YBL038W|YJL063C,YBL038W|YPL183W-A,YBL038W|YCR003W,YBL038W|YNL306W,YHR051W|YJL166W,YOR078W|YDR086C,YOR340C|YNL175C,YOR340C|YBL039C,YNL175C|YKL143W,YNL175C|YOR340C,YNL175C|YBL039C,YNL001W|YLR085C,YNL001W|YOR078W,YNL001W|YBR011C,YPL183W-A|YJL063C,YPL183W-A|YNR037C,YPL183W-A|YBL038W,YPL183W-A|YNL306W,YLR378C|YJL166W,YCR003W|YJL063C,YCR003W|YBL038W,YNL306W|YNR037C,YJL166W|YHR051W,YJL166W|YLR378C,YBL039C|YER056C,YBL039C|YBL054W,YBL039C|YOR340C,YBL039C|YNL175C,YBR011C|YGR185C,YBR011C|YNL001W,YDR211W|YDR194C,YDR211W|YKL143W,YDR211W|YOR233W,YKL211C|YGR185C,YKL211C|YKL218C,YMR279C|YPL267W,YKL218C|YKL211C,YIL037C|YBR083W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
