trio number,fdr,edge names,edge names,edge names,edge names,weight values,weight values,weight values,weight values
6,0.7,L|A,NA,NA,NA,1,NA,NA,NA
6,0.75,L|A,NA,NA,NA,1,NA,NA,NA
6,0.8,L|A,NA,NA,NA,1,NA,NA,NA
6,0.85,L|A,NA,NA,NA,1,NA,NA,NA
6,0.9,L|A,NA,NA,NA,1,NA,NA,NA
6,0.95,L|A,NA,NA,NA,1,NA,NA,NA
6,1,L|A,NA,NA,NA,1,NA,NA,NA
7,0,NA,NA,NA,NA,NA,NA,NA,NA
7,0.05,A|B,B|A,NA,NA,1,1,NA,NA
7,0.1,A|B,B|A,NA,NA,1,1,NA,NA
7,0.15,A|B,B|A,NA,NA,1,1,NA,NA
7,0.2,A|B,B|A,NA,NA,1,1,NA,NA
7,0.25,A|B,B|A,NA,NA,1,1,NA,NA
7,0.3,A|B,B|A,NA,NA,1,1,NA,NA
7,0.35,A|B,B|A,NA,NA,1,1,NA,NA
7,0.4,A|B,B|A,NA,NA,1,1,NA,NA
7,0.45,A|B,B|A,NA,NA,1,1,NA,NA
7,0.5,A|B,B|A,NA,NA,1,1,NA,NA
7,0.55,A|B,B|A,NA,NA,1,1,NA,NA
7,0.6,A|B,B|A,NA,NA,1,1,NA,NA
7,0.65,A|B,B|A,NA,NA,1,1,NA,NA
7,0.7,A|B,B|A,NA,NA,1,1,NA,NA
7,0.75,A|B,B|A,NA,NA,1,1,NA,NA
7,0.8,A|B,B|A,NA,NA,1,1,NA,NA
7,0.85,L|A,A|B,NA,NA,1,1,NA,NA
7,0.9,L|A,A|B,NA,NA,1,1,NA,NA
7,0.95,L|A,A|B,NA,NA,1,1,NA,NA
7,1,L|A,A|B,NA,NA,1,1,NA,NA
8,0,NA,NA,NA,NA,NA,NA,NA,NA
8,0.05,A|B,B|A,NA,NA,1,1,NA,NA
8,0.1,L|A,A|B,NA,NA,1,1,NA,NA
8,0.15,L|A,A|B,NA,NA,1,1,NA,NA
8,0.2,L|A,A|B,NA,NA,1,1,NA,NA
8,0.25,L|A,A|B,NA,NA,1,1,NA,NA
8,0.3,L|A,A|B,NA,NA,1,1,NA,NA
8,0.35,L|A,A|B,NA,NA,1,1,NA,NA
8,0.4,L|A,A|B,NA,NA,1,1,NA,NA
8,0.45,L|A,L|B,A|B,B|A,1,1,1,1
8,0.5,L|A,L|B,A|B,B|A,1,1,1,1
8,0.55,L|A,L|B,A|B,B|A,1,1,1,1
8,0.6,L|A,L|B,A|B,B|A,1,1,1,1
8,0.65,L|A,L|B,A|B,B|A,1,1,1,1
8,0.7,L|A,L|B,A|B,B|A,1,1,1,1
8,0.75,L|A,L|B,A|B,B|A,1,1,1,1
8,0.8,L|A,L|B,A|B,B|A,1,1,1,1
8,0.85,L|A,L|B,A|B,B|A,1,1,1,1
8,0.9,L|A,L|B,A|B,B|A,1,1,1,1
8,0.95,L|A,L|B,A|B,B|A,1,1,1,1
8,1,L|A,L|B,A|B,B|A,1,1,1,1
9,0,NA,NA,NA,NA,NA,NA,NA,NA
9,0.05,L|A,NA,NA,NA,1,NA,NA,NA
9,0.1,L|A,NA,NA,NA,1,NA,NA,NA
9,0.15,L|A,NA,NA,NA,1,NA,NA,NA
9,0.2,L|A,NA,NA,NA,1,NA,NA,NA
9,0.25,L|A,NA,NA,NA,1,NA,NA,NA
9,0.3,L|A,NA,NA,NA,1,NA,NA,NA
9,0.35,L|A,NA,NA,NA,1,NA,NA,NA
9,0.4,L|A,NA,NA,NA,1,NA,NA,NA
9,0.45,L|A,NA,NA,NA,1,NA,NA,NA
9,0.5,L|A,NA,NA,NA,1,NA,NA,NA
9,0.55,L|A,NA,NA,NA,1,NA,NA,NA
9,0.6,L|A,L|B,NA,NA,1,1,NA,NA
9,0.65,L|A,L|B,NA,NA,1,1,NA,NA
9,0.7,L|A,L|B,NA,NA,1,1,NA,NA
9,0.75,L|A,L|B,NA,NA,1,1,NA,NA
9,0.8,L|A,L|B,NA,NA,1,1,NA,NA
9,0.85,L|A,L|B,NA,NA,1,1,NA,NA
9,0.9,L|A,L|B,NA,NA,1,1,NA,NA
9,0.95,L|A,L|B,NA,NA,1,1,NA,NA
9,1,L|A,L|B,NA,NA,1,1,NA,NA
10,0,NA,NA,NA,NA,NA,NA,NA,NA
10,0.05,NA,NA,NA,NA,NA,NA,NA,NA
10,0.1,NA,NA,NA,NA,NA,NA,NA,NA
10,0.15,NA,NA,NA,NA,NA,NA,NA,NA
10,0.2,NA,NA,NA,NA,NA,NA,NA,NA
10,0.25,NA,NA,NA,NA,NA,NA,NA,NA
10,0.3,NA,NA,NA,NA,NA,NA,NA,NA
10,0.35,NA,NA,NA,NA,NA,NA,NA,NA
10,0.4,NA,NA,NA,NA,NA,NA,NA,NA
10,0.45,NA,NA,NA,NA,NA,NA,NA,NA
10,0.5,NA,NA,NA,NA,NA,NA,NA,NA
10,0.55,NA,NA,NA,NA,NA,NA,NA,NA
10,0.6,NA,NA,NA,NA,NA,NA,NA,NA
10,0.65,NA,NA,NA,NA,NA,NA,NA,NA
10,0.7,NA,NA,NA,NA,NA,NA,NA,NA
10,0.75,NA,NA,NA,NA,NA,NA,NA,NA
10,0.8,NA,NA,NA,NA,NA,NA,NA,NA
10,0.85,NA,NA,NA,NA,NA,NA,NA,NA
10,0.9,NA,NA,NA,NA,NA,NA,NA,NA
10,0.95,NA,NA,NA,NA,NA,NA,NA,NA
10,1,NA,NA,NA,NA,NA,NA,NA,NA
11,0,NA,NA,NA,NA,NA,NA,NA,NA
11,0.05,L|A,NA,NA,NA,1,NA,NA,NA
11,0.1,L|A,NA,NA,NA,1,NA,NA,NA
11,0.15,L|A,NA,NA,NA,1,NA,NA,NA
11,0.2,L|A,NA,NA,NA,1,NA,NA,NA
11,0.25,L|A,NA,NA,NA,1,NA,NA,NA
11,0.3,L|A,NA,NA,NA,1,NA,NA,NA
11,0.35,L|A,NA,NA,NA,1,NA,NA,NA
11,0.4,L|A,NA,NA,NA,1,NA,NA,NA
11,0.45,L|A,NA,NA,NA,1,NA,NA,NA
11,0.5,L|A,NA,NA,NA,1,NA,NA,NA
11,0.55,L|A,NA,NA,NA,1,NA,NA,NA
11,0.6,L|A,NA,NA,NA,1,NA,NA,NA
11,0.65,L|A,NA,NA,NA,1,NA,NA,NA
11,0.7,L|A,NA,NA,NA,1,NA,NA,NA
11,0.75,L|A,NA,NA,NA,1,NA,NA,NA
11,0.8,L|A,NA,NA,NA,1,NA,NA,NA
11,0.85,L|A,NA,NA,NA,1,NA,NA,NA
11,0.9,L|A,NA,NA,NA,1,NA,NA,NA
11,0.95,L|A,NA,NA,NA,1,NA,NA,NA
11,1,L|A,NA,NA,NA,1,NA,NA,NA
12,0,NA,NA,NA,NA,NA,NA,NA,NA
12,0.05,L|A,A|B,NA,NA,1,1,NA,NA
12,0.1,L|A,A|B,NA,NA,1,1,NA,NA
12,0.15,L|A,A|B,NA,NA,1,1,NA,NA
12,0.2,L|A,A|B,NA,NA,1,1,NA,NA
12,0.25,L|A,A|B,NA,NA,1,1,NA,NA
12,0.3,L|A,A|B,NA,NA,1,1,NA,NA
12,0.35,L|A,A|B,NA,NA,1,1,NA,NA
12,0.4,L|A,A|B,NA,NA,1,1,NA,NA
12,0.45,L|A,A|B,NA,NA,1,1,NA,NA
12,0.5,L|A,A|B,NA,NA,1,1,NA,NA
12,0.55,L|A,A|B,NA,NA,1,1,NA,NA
12,0.6,L|A,A|B,NA,NA,1,1,NA,NA
12,0.65,L|A,A|B,NA,NA,1,1,NA,NA
12,0.7,L|A,A|B,NA,NA,1,1,NA,NA
12,0.75,L|A,A|B,NA,NA,1,1,NA,NA
12,0.8,L|A,A|B,NA,NA,1,1,NA,NA
12,0.85,L|A,A|B,NA,NA,1,1,NA,NA
12,0.9,L|A,A|B,NA,NA,1,1,NA,NA
12,0.95,L|A,A|B,NA,NA,1,1,NA,NA
12,1,L|A,A|B,NA,NA,1,1,NA,NA
13,0,NA,NA,NA,NA,NA,NA,NA,NA
13,0.05,L|A,A|B,NA,NA,1,1,NA,NA
13,0.1,L|A,A|B,NA,NA,1,1,NA,NA
13,0.15,L|A,A|B,NA,NA,1,1,NA,NA
13,0.2,L|A,A|B,NA,NA,1,1,NA,NA
13,0.25,L|A,A|B,NA,NA,1,1,NA,NA
13,0.3,L|A,A|B,NA,NA,1,1,NA,NA
13,0.35,L|A,A|B,NA,NA,1,1,NA,NA
13,0.4,L|A,A|B,NA,NA,1,1,NA,NA
13,0.45,L|A,A|B,NA,NA,1,1,NA,NA
13,0.5,L|A,A|B,NA,NA,1,1,NA,NA
13,0.55,L|A,A|B,NA,NA,1,1,NA,NA
13,0.6,L|A,A|B,NA,NA,1,1,NA,NA
13,0.65,L|A,A|B,NA,NA,1,1,NA,NA
13,0.7,L|A,A|B,NA,NA,1,1,NA,NA
13,0.75,L|A,A|B,NA,NA,1,1,NA,NA
13,0.8,L|A,A|B,NA,NA,1,1,NA,NA
13,0.85,L|A,A|B,NA,NA,1,1,NA,NA
13,0.9,L|A,A|B,NA,NA,1,1,NA,NA
13,0.95,L|A,A|B,NA,NA,1,1,NA,NA
13,1,L|A,A|B,NA,NA,1,1,NA,NA
14,0,NA,NA,NA,NA,NA,NA,NA,NA
14,0.05,L|A,A|B,NA,NA,1,1,NA,NA
14,0.1,L|A,A|B,NA,NA,1,1,NA,NA
14,0.15,L|A,A|B,NA,NA,1,1,NA,NA
14,0.2,L|A,A|B,NA,NA,1,1,NA,NA
14,0.25,L|A,A|B,NA,NA,1,1,NA,NA
14,0.3,L|A,A|B,NA,NA,1,1,NA,NA
14,0.35,L|A,A|B,NA,NA,1,1,NA,NA
14,0.4,L|A,A|B,NA,NA,1,1,NA,NA
14,0.45,L|A,A|B,NA,NA,1,1,NA,NA
14,0.5,L|A,A|B,NA,NA,1,1,NA,NA
14,0.55,L|A,A|B,NA,NA,1,1,NA,NA
14,0.6,L|A,A|B,NA,NA,1,1,NA,NA
14,0.65,L|A,A|B,NA,NA,1,1,NA,NA
14,0.7,L|A,A|B,NA,NA,1,1,NA,NA
14,0.75,L|A,A|B,NA,NA,1,1,NA,NA
14,0.8,L|A,A|B,NA,NA,1,1,NA,NA
14,0.85,L|A,A|B,NA,NA,1,1,NA,NA
14,0.9,L|A,A|B,NA,NA,1,1,NA,NA
14,0.95,L|A,A|B,NA,NA,1,1,NA,NA
14,1,L|A,A|B,NA,NA,1,1,NA,NA
15,0,NA,NA,NA,NA,NA,NA,NA,NA
15,0.05,L|A,A|B,NA,NA,1,1,NA,NA
15,0.1,L|A,A|B,NA,NA,1,1,NA,NA
15,0.15,L|A,A|B,NA,NA,1,1,NA,NA
15,0.2,L|A,A|B,NA,NA,1,1,NA,NA
15,0.25,L|A,A|B,NA,NA,1,1,NA,NA
15,0.3,L|A,A|B,NA,NA,1,1,NA,NA
15,0.35,L|A,A|B,NA,NA,1,1,NA,NA
15,0.4,L|A,A|B,NA,NA,1,1,NA,NA
15,0.45,L|A,A|B,NA,NA,1,1,NA,NA
15,0.5,L|A,A|B,NA,NA,1,1,NA,NA
15,0.55,L|A,A|B,NA,NA,1,1,NA,NA
15,0.6,L|A,A|B,NA,NA,1,1,NA,NA
15,0.65,L|A,A|B,NA,NA,1,1,NA,NA
15,0.7,L|A,A|B,NA,NA,1,1,NA,NA
15,0.75,L|A,A|B,NA,NA,1,1,NA,NA
15,0.8,L|A,A|B,NA,NA,1,1,NA,NA
15,0.85,L|A,A|B,NA,NA,1,1,NA,NA
15,0.9,L|A,A|B,NA,NA,1,1,NA,NA
15,0.95,L|A,A|B,NA,NA,1,1,NA,NA
15,1,L|A,A|B,NA,NA,1,1,NA,NA
16,0,NA,NA,NA,NA,NA,NA,NA,NA
16,0.05,L|A,A|B,NA,NA,1,1,NA,NA
16,0.1,L|A,A|B,NA,NA,1,1,NA,NA
16,0.15,L|A,A|B,NA,NA,1,1,NA,NA
16,0.2,L|A,A|B,NA,NA,1,1,NA,NA
16,0.25,L|A,A|B,NA,NA,1,1,NA,NA
16,0.3,L|A,A|B,NA,NA,1,1,NA,NA
16,0.35,L|A,A|B,NA,NA,1,1,NA,NA
16,0.4,L|A,A|B,NA,NA,1,1,NA,NA
16,0.45,L|A,A|B,NA,NA,1,1,NA,NA
16,0.5,L|A,A|B,NA,NA,1,1,NA,NA
16,0.55,L|A,A|B,NA,NA,1,1,NA,NA
16,0.6,L|A,A|B,NA,NA,1,1,NA,NA
16,0.65,L|A,A|B,NA,NA,1,1,NA,NA
16,0.7,L|A,A|B,NA,NA,1,1,NA,NA
16,0.75,L|A,A|B,NA,NA,1,1,NA,NA
16,0.8,L|A,A|B,NA,NA,1,1,NA,NA
16,0.85,L|A,A|B,NA,NA,1,1,NA,NA
16,0.9,L|A,A|B,NA,NA,1,1,NA,NA
16,0.95,L|A,A|B,NA,NA,1,1,NA,NA
16,1,L|A,A|B,NA,NA,1,1,NA,NA
17,0,NA,NA,NA,NA,NA,NA,NA,NA
17,0.05,L|A,A|B,NA,NA,1,1,NA,NA
17,0.1,L|A,A|B,NA,NA,1,1,NA,NA
17,0.15,L|A,A|B,NA,NA,1,1,NA,NA
17,0.2,L|A,A|B,NA,NA,1,1,NA,NA
17,0.25,L|A,A|B,NA,NA,1,1,NA,NA
17,0.3,L|A,A|B,NA,NA,1,1,NA,NA
17,0.35,L|A,A|B,NA,NA,1,1,NA,NA
17,0.4,L|A,A|B,NA,NA,1,1,NA,NA
17,0.45,L|A,A|B,NA,NA,1,1,NA,NA
17,0.5,L|A,A|B,NA,NA,1,1,NA,NA
17,0.55,L|A,A|B,NA,NA,1,1,NA,NA
17,0.6,L|A,A|B,NA,NA,1,1,NA,NA
17,0.65,L|A,A|B,NA,NA,1,1,NA,NA
17,0.7,L|A,A|B,NA,NA,1,1,NA,NA
17,0.75,L|A,A|B,NA,NA,1,1,NA,NA
17,0.8,L|A,A|B,NA,NA,1,1,NA,NA
17,0.85,L|A,A|B,NA,NA,1,1,NA,NA
17,0.9,L|A,A|B,NA,NA,1,1,NA,NA
17,0.95,L|A,A|B,NA,NA,1,1,NA,NA
17,1,L|A,A|B,NA,NA,1,1,NA,NA
18,0,NA,NA,NA,NA,NA,NA,NA,NA
18,0.05,L|A,A|B,NA,NA,1,1,NA,NA
18,0.1,L|A,A|B,NA,NA,1,1,NA,NA
18,0.15,L|A,A|B,NA,NA,1,1,NA,NA
18,0.2,L|A,A|B,NA,NA,1,1,NA,NA
18,0.25,L|A,A|B,NA,NA,1,1,NA,NA
18,0.3,L|A,A|B,NA,NA,1,1,NA,NA
18,0.35,L|A,A|B,NA,NA,1,1,NA,NA
18,0.4,L|A,A|B,NA,NA,1,1,NA,NA
18,0.45,L|A,A|B,NA,NA,1,1,NA,NA
18,0.5,L|A,A|B,NA,NA,1,1,NA,NA
18,0.55,L|A,A|B,NA,NA,1,1,NA,NA
18,0.6,L|A,A|B,NA,NA,1,1,NA,NA
18,0.65,L|A,A|B,NA,NA,1,1,NA,NA
18,0.7,L|A,A|B,NA,NA,1,1,NA,NA
18,0.75,L|A,A|B,NA,NA,1,1,NA,NA
18,0.8,L|A,A|B,NA,NA,1,1,NA,NA
18,0.85,L|A,A|B,NA,NA,1,1,NA,NA
18,0.9,L|A,A|B,NA,NA,1,1,NA,NA
18,0.95,L|A,A|B,NA,NA,1,1,NA,NA
18,1,L|A,A|B,NA,NA,1,1,NA,NA
19,0,NA,NA,NA,NA,NA,NA,NA,NA
19,0.05,L|A,A|B,NA,NA,1,1,NA,NA
19,0.1,L|A,A|B,NA,NA,1,1,NA,NA
19,0.15,L|A,A|B,NA,NA,1,1,NA,NA
19,0.2,L|A,A|B,NA,NA,1,1,NA,NA
19,0.25,L|A,A|B,NA,NA,1,1,NA,NA
19,0.3,L|A,A|B,NA,NA,1,1,NA,NA
19,0.35,L|A,A|B,NA,NA,1,1,NA,NA
19,0.4,L|A,A|B,NA,NA,1,1,NA,NA
19,0.45,L|A,A|B,NA,NA,1,1,NA,NA
19,0.5,L|A,A|B,NA,NA,1,1,NA,NA
19,0.55,L|A,A|B,NA,NA,1,1,NA,NA
19,0.6,L|A,A|B,NA,NA,1,1,NA,NA
19,0.65,L|A,A|B,NA,NA,1,1,NA,NA
19,0.7,L|A,A|B,NA,NA,1,1,NA,NA
19,0.75,L|A,A|B,NA,NA,1,1,NA,NA
19,0.8,L|A,A|B,NA,NA,1,1,NA,NA
19,0.85,L|A,A|B,NA,NA,1,1,NA,NA
19,0.9,L|A,A|B,NA,NA,1,1,NA,NA
19,0.95,L|A,A|B,NA,NA,1,1,NA,NA
19,1,L|A,A|B,NA,NA,1,1,NA,NA
20,0,NA,NA,NA,NA,NA,NA,NA,NA
20,0.05,L|A,A|B,NA,NA,1,1,NA,NA
20,0.1,L|A,A|B,NA,NA,1,1,NA,NA
20,0.15,L|A,A|B,NA,NA,1,1,NA,NA
20,0.2,L|A,A|B,NA,NA,1,1,NA,NA
20,0.25,L|A,A|B,NA,NA,1,1,NA,NA
20,0.3,L|A,A|B,NA,NA,1,1,NA,NA
20,0.35,L|A,A|B,NA,NA,1,1,NA,NA
20,0.4,L|A,A|B,NA,NA,1,1,NA,NA
20,0.45,L|A,A|B,NA,NA,1,1,NA,NA
20,0.5,L|A,A|B,NA,NA,1,1,NA,NA
20,0.55,L|A,A|B,NA,NA,1,1,NA,NA
20,0.6,L|A,A|B,NA,NA,1,1,NA,NA
20,0.65,L|A,A|B,NA,NA,1,1,NA,NA
20,0.7,L|A,A|B,NA,NA,1,1,NA,NA
20,0.75,L|A,A|B,NA,NA,1,1,NA,NA
20,0.8,L|A,A|B,NA,NA,1,1,NA,NA
20,0.85,L|A,A|B,NA,NA,1,1,NA,NA
20,0.9,L|A,A|B,NA,NA,1,1,NA,NA
20,0.95,L|A,A|B,NA,NA,1,1,NA,NA
20,1,L|A,A|B,NA,NA,1,1,NA,NA
21,0,NA,NA,NA,NA,NA,NA,NA,NA
21,0.05,L|A,A|B,NA,NA,1,1,NA,NA
21,0.1,L|A,A|B,NA,NA,1,1,NA,NA
21,0.15,L|A,A|B,NA,NA,1,1,NA,NA
21,0.2,L|A,A|B,NA,NA,1,1,NA,NA
21,0.25,L|A,A|B,NA,NA,1,1,NA,NA
21,0.3,L|A,A|B,NA,NA,1,1,NA,NA
21,0.35,L|A,A|B,NA,NA,1,1,NA,NA
21,0.4,L|A,A|B,NA,NA,1,1,NA,NA
21,0.45,L|A,A|B,NA,NA,1,1,NA,NA
21,0.5,L|A,A|B,NA,NA,1,1,NA,NA
21,0.55,L|A,A|B,NA,NA,1,1,NA,NA
21,0.6,L|A,A|B,NA,NA,1,1,NA,NA
21,0.65,L|A,A|B,NA,NA,1,1,NA,NA
21,0.7,L|A,A|B,NA,NA,1,1,NA,NA
21,0.75,L|A,A|B,NA,NA,1,1,NA,NA
21,0.8,L|A,A|B,NA,NA,1,1,NA,NA
21,0.85,L|A,A|B,NA,NA,1,1,NA,NA
21,0.9,L|A,A|B,NA,NA,1,1,NA,NA
21,0.95,L|A,A|B,NA,NA,1,1,NA,NA
21,1,L|A,A|B,NA,NA,1,1,NA,NA
22,0,NA,NA,NA,NA,NA,NA,NA,NA
22,0.05,L|A,A|B,NA,NA,1,1,NA,NA
22,0.1,L|A,A|B,NA,NA,1,1,NA,NA
22,0.15,L|A,A|B,NA,NA,1,1,NA,NA
22,0.2,L|A,A|B,NA,NA,1,1,NA,NA
22,0.25,L|A,A|B,NA,NA,1,1,NA,NA
22,0.3,L|A,A|B,NA,NA,1,1,NA,NA
22,0.35,L|A,A|B,NA,NA,1,1,NA,NA
22,0.4,L|A,A|B,NA,NA,1,1,NA,NA
22,0.45,L|A,A|B,NA,NA,1,1,NA,NA
22,0.5,L|A,A|B,NA,NA,1,1,NA,NA
22,0.55,L|A,A|B,NA,NA,1,1,NA,NA
22,0.6,L|A,A|B,NA,NA,1,1,NA,NA
22,0.65,L|A,A|B,NA,NA,1,1,NA,NA
22,0.7,L|A,A|B,NA,NA,1,1,NA,NA
22,0.75,L|A,A|B,NA,NA,1,1,NA,NA
22,0.8,L|A,A|B,NA,NA,1,1,NA,NA
22,0.85,L|A,A|B,NA,NA,1,1,NA,NA
22,0.9,L|A,A|B,NA,NA,1,1,NA,NA
22,0.95,L|A,A|B,NA,NA,1,1,NA,NA
22,1,L|A,A|B,NA,NA,1,1,NA,NA
23,0,NA,NA,NA,NA,NA,NA,NA,NA
23,0.05,L|A,A|B,NA,NA,1,1,NA,NA
23,0.1,L|A,A|B,NA,NA,1,1,NA,NA
23,0.15,L|A,A|B,NA,NA,1,1,NA,NA
23,0.2,L|A,A|B,NA,NA,1,1,NA,NA
